Artist,Track,Year,PreviousHit,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Label
the ruby suns,function of the sun,2007,0,0.541,0.525,7,-8.878,1,0.0455,0.661,0.758,0.112,0.312,84.962,0
nick lachey,i cant hate you anymore,2006,0,0.443,0.685,4,-6.325,1,0.0318,0.0838,0,0.0848,0.179,143.905,1
taylor swift,picture to burn,2006,0,0.668,0.861,7,-2.03,1,0.0312,0.16,0,0.102,0.829,105.587,1
leona lewis,happy,2009,1,0.34,0.644,0,-4.921,1,0.0529,0.469,0,0.0816,0.234,151.765,1
brooks & dunn,i cant get over you,2004,0,0.618,0.75,0,-3.523,1,0.0241,0.0228,0.00101,0.0634,0.338,98.206,1
dj harry,tragedy in blue,2004,0,0.792,0.638,1,-5.706,1,0.0339,0.0993,0.913,0.0899,0.694,122.85,0
geier sturzflug,schwarzarbeit,2010,0,0.746,0.939,10,-4.589,1,0.0327,0.0153,0,0.401,0.992,116.039,0
james blunt,1973,2007,0,0.72,0.668,9,-7.928,1,0.0269,0.0652,0.00664,0.0789,0.768,123.007,1
ginuwine,differences,2001,1,0.562,0.594,3,-4.578,0,0.0558,0.318,0,0.311,0.423,62.876,1
daddy yankee / may-be,que vas a hacer?,2004,0,0.769,0.689,9,-6.276,0,0.0877,0.0123,0.0188,0.104,0.591,92.019,0
delirious,god you are my god,2000,0,0.418,0.663,9,-10.013,1,0.0399,0.0308,0.00197,0.111,0.133,91.305,0
open hand,the ambush,2005,0,0.324,0.844,6,-5.902,0,0.055,0.0392,0,0.429,0.454,154.082,0
lizzy borden,the darker side,2008,0,0.353,0.813,10,-4.065,1,0.045,0.000802,1.73e-06,0.164,0.376,115.017,0
young buck,let me in,2004,1,0.549,0.885,1,-4.429,0,0.39,0.124,0,0.0427,0.649,91.551,1
staind,for you,2001,1,0.318,0.958,10,-2.683,1,0.442,0.0603,4.68e-06,0.0981,0.3,163.089,1
kenny chesney,beer in mexico,2009,1,0.583,0.909,2,-6.357,1,0.0421,0.00114,0.000455,0.0959,0.473,137.987,1
aesop rock,limelighters (feat. camp lo) / flunkadelic interlude,2003,0,0.544,0.721,10,-7.722,0,0.84,0.18,0,0.232,0.723,86.332,0
city high,what would you do?,2001,0,0.732,0.793,7,-7.053,1,0.24,0.278,0,0.418,0.821,95.918,0
brad paisley,little moments,2010,1,0.558,0.551,9,-6.333,1,0.0263,0.245,4.19e-06,0.231,0.347,78.374,1
the click five,just the girl,2005,0,0.571,0.89,9,-1.6,1,0.0395,0.00509,0,0.0769,0.751,110.958,1
40 grit,intro,2002,0,0.748,0.265,9,-16.597,1,0.947,0.894,0,0.273,0.718,80.911,0
the last days of jesus,death song,2004,0,0.492,0.786,4,-8.332,1,0.0705,0.00104,0.053,0.809,0.365,145.1,0
kim wilson,love attack,2003,0,0.579,0.705,9,-6.639,1,0.0639,0.937,0.00309,0.364,0.812,114.054,0
lexie mountain boys,where we are from,2008,0,0.605,0.0569,2,-19.944,0,0.348,0.956,0,0.135,0.424,76.588,0
non stop djs,hoes & discos,2007,0,0.87,0.605,5,-10.146,0,0.39,0.000303,0.551,0.205,0.732,75.495,0
daniel johnston,high horse,2009,0,0.521,0.724,0,-6.667,1,0.0275,0.000365,0.314,0.122,0.452,128.038,0
the jane shermans,ammunition,2008,0,0.531,0.86,9,-6.473,0,0.0407,8.82e-05,0.00891,0.0888,0.688,140.245,0
chrisette michele,epiphany (im leaving),2009,0,0.727,0.689,7,-4.513,1,0.264,0.287,0,0.49,0.401,163.01,1
lady gaga,paparazzi,2008,0,0.755,0.688,8,-3.97,1,0.0535,0.0947,0,0.0852,0.429,114.928,1
marshall crenshaw,from now until then,2003,0,0.396,0.712,2,-5.468,1,0.0483,0.128,0,0.125,0.488,121.561,0
dru hill,were not making love no more,2005,1,0.555,0.509,3,-6.938,0,0.036,0.28,0,0.0966,0.184,113.99,1
dario marianelli,why did you all lie to me?,2009,0,0.131,0.0541,7,-24.079,0,0.0389,0.938,0.933,0.127,0.0357,98.316,0
toni braxton,tell me,2002,1,0.827,0.533,10,-6.699,0,0.135,0.0423,3.97e-05,0.0714,0.822,84.76,0
eminem,we made you,2009,1,0.922,0.859,2,-1.152,1,0.079,0.101,1.12e-06,0.139,0.616,114.001,1
alan silvestri,the joes mobilize,2009,0,0.295,0.606,11,-10.926,0,0.0635,0.15,0.868,0.0837,0.06,155.182,0
fito paez,la ley de la vida,2010,0,0.711,0.769,11,-6.058,0,0.037,0.341,0,0.454,0.75,124.946,0
kasia stankiewicz,zolte slonie,2006,0,0.534,0.578,0,-7.283,1,0.0251,0.0472,0.235,0.179,0.179,133.989,0
swami,tonight,2009,0,0.709,0.832,6,-6.151,1,0.0391,0.0317,0,0.0758,0.766,137.922,0
test icicles,snowball,2006,0,0.516,0.931,9,-3.351,1,0.0784,0.00126,2.14e-06,0.0892,0.647,150.044,0
brooke valentine,american girl,2005,0,0.861,0.623,9,-6.299,1,0.0694,0.0735,8.22e-05,0.113,0.941,130.429,0
sugarbomb,posterchild for tragedy,2001,0,0.571,0.562,8,-6.088,1,0.0282,0.000905,0.0137,0.188,0.474,122.86,0
jason aldean,my kinda party,2010,1,0.41,0.9,0,-4.249,0,0.0656,0.0167,1.09e-05,0.339,0.558,176.962,1
f.i.r.,i am here,2010,0,0.416,0.783,5,-5.707,0,0.0739,0.151,0,0.101,0.424,172.074,0
pat green,threadbare gypsy soul,2001,0,0.579,0.647,9,-7.744,1,0.0295,0.137,3.75e-05,0.0665,0.425,97.679,0
coldplay,the world turned upside down,2005,0,0.536,0.841,9,-5.976,1,0.0505,0.0241,0.000259,0.128,0.0753,136.839,0
bongzilla,stone a pig,2002,0,0.299,0.775,0,-7.745,1,0.0529,0.00293,0.702,0.381,0.149,115.819,0
snow patrol,spitting games,2004,0,0.498,0.89,7,-3.935,1,0.0292,0.000683,0.0476,0.562,0.518,145.168,0
nicho hinojosa,tus viejas cartas,2001,0,0.474,0.38,4,-8.313,0,0.0329,0.645,0,0.0856,0.468,98.145,0
general larry platt,pants on the ground,2010,0,0.836,0.768,6,-5.47,0,0.0969,0.0295,0,0.513,0.613,95.025,1
lily allen,u killed it,2006,0,0.645,0.647,4,-6.194,0,0.0342,0.0504,6.9e-05,0.0672,0.605,77.999,0
dub pistols feat. tk & ashley slater,everyday stranger,2009,0,0.651,0.673,7,-7.32,1,0.033,0.032,6.1e-05,0.792,0.193,111.979,0
josh turner,long black train,2003,0,0.472,0.709,10,-6.471,1,0.051,0.228,2.2e-05,0.114,0.84,169.867,1
selena gomez,tell me something i dont know,2009,0,0.703,0.939,7,-3.314,0,0.177,0.116,0,0.0508,0.917,145.024,1
baroness,the sweetest curse,2009,0,0.181,0.94,10,-7.737,0,0.101,0.000459,0.24,0.315,0.17,180.034,0
marco beltrami,revelations,2009,0,0.207,0.0291,8,-27.095,1,0.0437,0.976,0.972,0.305,0.0326,61.006,0
susan boyle,wild horses,2009,0,0.23,0.152,8,-13.992,1,0.0353,0.911,0.00493,0.122,0.116,89.475,1
katy perry,hot n cold,2008,1,0.706,0.841,7,-3.956,1,0.0418,7.95e-05,0,0.0688,0.861,132.032,1
autumnblaze,haughtiness and puerile dreams,2009,0,0.325,0.931,2,-5.809,1,0.0526,4.15e-06,0.784,0.313,0.351,160.025,0
uphill battle,thresh hold,2004,0,0.37,0.983,7,-1.297,1,0.132,1.19e-05,0.708,0.175,0.1,108.718,0
novika,common tear,2006,0,0.73,0.52,0,-9.246,1,0.031,0.122,0.0141,0.111,0.451,100.014,0
kings of leon,day old blues,2004,0,0.475,0.263,4,-9.783,1,0.0693,0.875,0,0.107,0.0693,85.494,0
glee cast featuring jonathan groff,like a prayer,2010,0,0.544,0.871,6,-5.686,0,0.062,0.197,0,0.292,0.311,111.004,1
george strait,shell leave you with a smile,2001,1,0.628,0.566,4,-7.23,1,0.0224,0.602,0.000216,0.202,0.501,97.998,1
kekele,affaire mokuwa,2006,0,0.703,0.802,11,-4.771,0,0.033,0.786,0.000802,0.547,0.946,133.202,0
every time i die,depressionista,2007,0,0.425,0.955,9,-5.295,1,0.0442,0.000308,0,0.0745,0.546,95.639,0
chris cagle,laredo,2010,0,0.47,0.794,1,-5.784,1,0.0438,0.16,0,0.0927,0.673,159.983,1
kings of leon,knocked up,2007,0,0.382,0.688,9,-12.569,1,0.0419,0.268,0.0928,0.184,0.207,121.352,0
novaspace,guardian angel,2004,0,0.607,0.551,2,-7.146,1,0.0319,0.389,2.95e-05,0.0909,0.383,92.982,0
placebo,where is my mind (xfm live version),2003,0,0.37,0.636,5,-6.303,1,0.03,7.15e-05,0.00806,0.349,0.192,155.491,0
skeeter davis,santa claus is coming to town,2004,0,0.665,0.324,7,-16.743,1,0.0299,0.306,3.34e-06,0.305,0.712,150.669,0
my chemical romance,teenagers,2006,0,0.463,0.857,4,-3.063,1,0.0632,0.0506,0,0.184,0.856,111.647,1
aly & aj,greatest time of year,2006,0,0.517,0.828,5,-5.076,1,0.0436,0.000199,0,0.73,0.86,150.957,1
nightwish,the poet and the pendulum,2007,0,0.385,0.723,7,-6.205,0,0.0402,0.00935,0.0244,0.11,0.191,145.038,0
floor,assassin,2010,0,0.274,0.971,1,-6.983,0,0.111,7.02e-06,0.331,0.107,0.535,170.807,0
dj godfather,intro,2000,0,0.805,0.676,6,-13.333,0,0.234,0.0637,0.000624,0.133,0.665,105.491,0
lee ann womack,a little past little rock,2004,0,0.54,0.534,4,-8.032,1,0.0293,0.546,8.37e-06,0.144,0.346,85.983,1
hey colossus,the book of disquiet,2007,0,0.17,0.311,9,-10.238,0,0.0338,0.308,0.867,0.279,0.0632,72.472,0
kellie pickler,best days of your life,2008,1,0.649,0.862,9,-5.12,1,0.0568,0.0235,0,0.0737,0.538,127.939,1
liz phair,why cant i?,2003,0,0.487,0.759,11,-4.849,1,0.0405,0.0273,0,0.165,0.227,80.958,1
stephen marley,mind control,2007,0,0.608,0.73,9,-5.561,0,0.293,0.0528,0,0.0817,0.721,84.942,0
fall out boy,thriller,2007,1,0.372,0.898,2,-3.338,1,0.118,0.00687,5.6e-06,0.316,0.299,178.829,0
moments in grace,stratus (ep version),2004,0,0.3,0.912,8,-5.175,1,0.0808,0.00701,8.82e-05,0.128,0.259,123.055,0
marcie blane,wer einmal a gesagt (what does a girl do?),2004,0,0.684,0.676,11,-8.576,0,0.0428,0.378,0,0.358,0.901,86.544,0
the script,breakeven,2008,0,0.63,0.698,10,-4.51,1,0.0244,0.173,0,0.0789,0.529,94.023,1
bally sagoo,punjabian di chale glassi,2003,0,0.717,0.944,6,-2.844,0,0.0853,0.317,1.85e-06,0.361,0.865,95.999,0
asher roth,g.r.i.n.d. (get ready its a new day),2010,1,0.669,0.781,0,-4.866,1,0.0611,0.0272,0.00451,0.241,0.439,123.042,1
john sebastian,freezin from the inside out,2005,0,0.479,0.323,9,-12.451,1,0.0355,0.195,0.002,0.139,0.193,110.452,0
fall out boy,thnks fr th mmrs,2007,0,0.459,0.884,10,-5.005,0,0.0644,0.00539,0,0.107,0.615,154.868,1
the black crowes,roll old jeremiah,2009,1,0.505,0.507,7,-12.144,1,0.0292,0.16,0.00525,0.127,0.766,89.204,0
keith sweat,ill give all my love to you,2004,0,0.62,0.514,8,-7.948,1,0.0417,0.431,0,0.148,0.453,140.062,1
phil collins,welcome,2003,1,0.667,0.501,0,-8.058,1,0.0436,0.335,0,0.0821,0.555,123.94,0
tommy castro,sho enough,2001,0,0.826,0.783,7,-6.366,0,0.0306,0.515,0.000361,0.297,0.973,122.135,0
master p,souljas,2005,1,0.935,0.75,11,-5.113,0,0.251,0.039,0,0.18,0.451,99.873,1
jope ruonansuu,matti ja teppo,2009,0,0.728,0.694,4,-6.458,0,0.0359,0.0163,3.65e-06,0.0813,0.658,128.169,0
gertrudis,la nit de reis,2004,0,0.737,0.804,2,-6.366,1,0.0436,0.0616,0.0084,0.13,0.673,112.065,0
britney spears,radar,2007,0,0.642,0.722,4,-4.845,0,0.167,0.293,0,0.337,0.513,127.959,1
taylor swift,mine,2010,1,0.624,0.757,7,-2.94,1,0.0296,0.00265,1.87e-06,0.189,0.658,121.07,1
foo fighters,all my life,2002,0,0.58,0.604,5,-5.703,1,0.047,0.000218,0.000579,0.477,0.645,167.784,1
broadcast,michael a grammar,2005,0,0.372,0.632,7,-9.535,1,0.0505,0.274,0.134,0.155,0.777,131.409,0
gob,no regrets,2001,0,0.494,0.817,2,-5.955,1,0.0586,0.000143,0.00577,0.107,0.627,133.787,0
gwen stefani,harajuku girls,2004,1,0.871,0.82,3,-4.42,0,0.0647,0.0932,0,0.113,0.838,114.007,0
spose,im awesome,2010,0,0.609,0.778,0,-5.492,1,0.366,0.149,1.21e-06,0.631,0.802,91.858,1
stars like fleas,you are my memoir,2008,0,0.563,0.738,5,-6.986,1,0.0265,0.316,0.111,0.35,0.528,103.965,0
ll cool j,imagine that,2000,1,0.909,0.844,1,-4.743,0,0.221,0.358,3.08e-05,0.274,0.87,97.995,1
kelly rowland,cant nobody,2002,1,0.797,0.791,6,-6.134,1,0.177,0.0311,0.0239,0.139,0.964,97.373,1
goo goo dolls,big machine,2007,1,0.414,0.925,3,-2.534,1,0.061,0.000722,3.77e-05,0.358,0.599,108.848,1
g unit,stunt 101,2003,0,0.694,0.778,4,-1.492,1,0.395,0.167,0,0.065,0.518,95.475,1
2 minutos,tema de adrian,2007,0,0.261,0.935,0,-3.371,1,0.0688,0.00176,0,0.535,0.74,166.724,0
leona naess,paper thin,2000,0,0.359,0.346,9,-11.888,0,0.0405,0.798,0.000294,0.105,0.079,120.47,0
matt redman,facedown,2003,0,0.364,0.421,6,-7.716,1,0.0269,0.378,0,0.108,0.173,156.027,0
owl city,on the wing,2009,0,0.6,0.756,10,-6.675,1,0.032,0.000494,0.000482,0.145,0.0941,115,0
asleep at the wheel,the letter that johnny walker read,2004,0,0.537,0.524,1,-7.573,0,0.0513,0.16,7.33e-06,0.0846,0.55,121.973,0
steve porter,mindless,2000,0,0.746,0.954,2,-10.101,1,0.073,2.44e-05,0.864,0.0459,0.12,139.013,0
u2,fez-being born,2009,1,0.256,0.819,2,-7.103,0,0.0422,0.0841,0.107,0.333,0.307,94.008,0
tim hughes,dance,2009,0,0.524,0.876,0,-7.533,1,0.0347,0.000114,0,0.851,0.588,146.02,0
ten madison,leaving melbourne,2006,0,0.625,0.715,4,-8.195,0,0.0485,0.187,0.928,0.108,0.381,133.342,0
dcx,hold me,2006,0,0.549,0.945,8,-5.833,1,0.0457,0.000381,0.112,0.245,0.667,134.993,0
gerald levert,thinkin bout it,2010,0,0.734,0.659,1,-5.191,1,0.0711,0.0983,0,0.252,0.388,116.485,1
rascal flatts,here comes goodbye,2009,1,0.425,0.596,2,-5.909,1,0.0356,0.407,0,0.147,0.214,145.977,1
naughty by nature,swing swang,2002,1,0.894,0.745,5,-3.485,0,0.0869,0.0923,0.000245,0.0756,0.935,93.958,0
joe bonamassa,so many roads,2006,0,0.29,0.756,5,-5.408,0,0.039,0.0114,0.148,0.0947,0.546,146.458,0
billy currington,"why, why, why",2005,0,0.615,0.922,2,-1.79,1,0.0325,0.24,0,0.356,0.6,97.996,1
lil band o gold,first you cry,2006,0,0.264,0.386,10,-13.063,1,0.0322,0.667,0.965,0.155,0.186,142.211,0
nickelback,feelin way too damn good,2003,0,0.51,0.818,5,-5.626,1,0.0415,0.000722,0.000659,0.151,0.395,156.05,1
britney spears,circus,2009,1,0.791,0.733,6,-5.215,0,0.052,0.147,0.000381,0.0713,0.761,114.98,1
james horner,the stranger,2003,0,0.275,0.0441,2,-30.517,0,0.0333,0.838,0.624,0.113,0.0771,94.917,0
the pineapple thief,snowdrops,2006,0,0.271,0.421,6,-10.466,0,0.0286,0.338,0.0121,0.152,0.085,97.005,0
de la soul / mf doom,rock co.kane flow,2004,0,0.733,0.67,10,-3.532,0,0.132,0.119,0,0.442,0.763,86.983,0
my chemical romance,the end. [live in mexico],2008,1,0.204,0.906,11,-9.925,0,0.373,0.0693,1.85e-05,0.521,0.187,178.226,0
bullet for my valentine,suffocating under words of sorrow (what can i do),2007,0,0.397,0.978,7,-2.256,0,0.133,0.000718,1.47e-06,0.212,0.552,93.538,0
bodies in the gears of the apparatus,xenophobic hate machine,2005,0,0.195,0.929,4,-6.136,1,0.0874,1.74e-06,0.811,0.1,0.213,133.209,0
since the flood,all for nothing,2008,0,0.208,0.994,6,-1.817,0,0.154,0.00424,0,0.0537,0.336,97.093,0
gwen stefani,wind it up,2006,1,0.96,0.895,0,-6.899,0,0.0714,0.335,0.000176,0.364,0.92,120.01,1
la portuaria,down on the corner,2005,0,0.886,0.367,4,-6.485,1,0.0592,0.064,0,0.111,0.649,99.936,0
josh groban,lullaby [with ladysmith black mambazo] (album version),2006,0,0.226,0.143,1,-15.262,1,0.0352,0.891,1.39e-06,0.15,0.252,87.981,0
terry dexter,beautiful one,2008,0,0.571,0.405,1,-7.67,1,0.0297,0.86,1.75e-06,0.127,0.206,100.927,0
tlc,girl talk,2002,1,0.882,0.671,2,-5.161,1,0.126,0.171,0,0.0988,0.34,95.018,1
the antlers,stairs to the attic,2007,0,0.55,0.573,7,-9.994,1,0.0432,0.391,0.00399,0.0891,0.126,79.985,0
kirk franklin,declaration (this is it!),2007,0,0.825,0.852,1,-5.199,1,0.125,0.0146,1.78e-06,0.622,0.493,104.051,0
jazmine sullivan,need u bad,2008,0,0.529,0.659,7,-5.318,1,0.0629,0.0232,0,0.114,0.36,138.196,1
les ogres de barback,flute,2001,0,0.202,0.183,0,-10.632,0,0.0414,0.504,0.0883,0.126,0.122,77.694,0
charlotte gainsbourg,irm,2009,0,0.751,0.604,11,-8.278,1,0.0351,0.00603,0.725,0.12,0.327,120.129,0
darryl worley,those less fortunate than i,2003,1,0.588,0.492,11,-6.537,1,0.0252,0.357,3.73e-06,0.119,0.134,79.47,0
brooks & dunn,aint nothing bout you,2009,1,0.326,0.887,9,-4.199,0,0.0565,0.144,1.35e-06,0.49,0.706,202.354,1
(+44),when your heart stops beating,2006,0,0.42,0.968,9,-2.353,0,0.123,0.000232,0,0.0796,0.392,171.004,1
eyes set to kill,play the part,2010,0,0.41,0.997,8,-3.862,1,0.152,0.00157,0,0.16,0.256,194.998,0
david benoit,frieda,2000,0,0.473,0.468,0,-9.46,1,0.0469,0.581,0.781,0.136,0.384,73.214,0
lady gaga,poker face,2008,1,0.846,0.815,4,-4.512,1,0.0761,0.139,2.19e-06,0.131,0.831,118.999,0
bebe winans,love thing,2002,0,0.465,0.576,1,-9.587,1,0.307,0.615,0,0.917,0.452,79.333,0
raheem devaughn,customer,2008,0,0.635,0.518,1,-7.131,1,0.0439,0.463,0,0.169,0.513,124.044,1
dons,american lovebite,2006,0,0.543,0.852,4,-7.163,1,0.0316,0.0446,0,0.13,0.574,132.124,0
gabriel yared,ship in a painting,2007,0,0.195,0.481,9,-15.872,1,0.0391,0.152,0.966,0.0885,0.101,63.904,0
liquid soul,dysfunction,2005,0,0.659,0.637,5,-8.793,0,0.0513,0.1,0.000308,0.328,0.549,91.929,0
kristinia debarge,goodbye,2009,0,0.788,0.815,1,-3.168,0,0.0461,0.00492,3.84e-06,0.232,0.664,119.986,1
system of a down,streamline,2002,0,0.395,0.855,0,-3.001,1,0.0356,0.000125,0.0333,0.16,0.472,130.892,0
juelz santana,there it go (the whistle song),2005,0,0.947,0.883,6,-6.306,0,0.208,0.022,0.000478,0.422,0.56,100.004,0
tin hat trio,width of the world,2000,0,0.243,0.259,7,-12.661,1,0.0298,0.615,0.0673,0.1,0.105,146.268,0
john hammond,come to find out,2005,0,0.503,0.399,4,-7.468,0,0.0343,0.687,6.04e-06,0.101,0.334,89.638,0
julie roberts,break down here,2004,0,0.641,0.485,1,-8.127,1,0.0328,0.142,0,0.0997,0.229,126.103,1
dead prez,assassination,2000,0,0.522,0.609,3,-7.151,0,0.368,0.134,0,0.166,0.775,177.262,0
sonny landreth,she left me a mule,2009,0,0.752,0.613,9,-10.618,1,0.0292,0.396,0.0199,0.246,0.843,131.468,0
rise against,intro/chamber the cartridge,2006,0,0.259,0.994,8,-3.96,1,0.39,0.000359,4.58e-05,0.695,0.175,164.458,0
2 minutos,cancion de amor,2007,0,0.343,0.94,7,-3.596,1,0.141,0.00281,0,0.314,0.623,118.769,0
morgion,basking under a blacksun dawning,2008,0,0.179,0.726,5,-7.467,1,0.0433,8.43e-05,0.715,0.114,0.127,96.295,0
queens of the stone age,this lullaby,2005,1,0.515,0.202,4,-18.629,0,0.0464,0.922,0.00155,0.1,0.541,158.102,0
natasha bedingfield,these words,2004,0,0.734,0.635,5,-7.03,1,0.0816,0.0322,0,0.0808,0.931,96.99,1
tamia,cant go for that,2000,1,0.668,0.698,11,-7.036,0,0.0714,0.242,6.32e-05,0.06,0.448,106.041,1
stephen marley / damian marley,the mission,2008,0,0.844,0.725,9,-7.182,0,0.0462,0.16,0,0.246,0.961,116.033,0
digital mystikz,molten,2006,0,0.659,0.473,1,-6.52,1,0.0455,0.000888,0.849,0.357,0.0767,142.992,0
zombie girl,i want it,2006,0,0.514,0.959,0,-5.517,1,0.0422,0.0531,0.33,0.0753,0.408,129.991,0
audioslave,i am the highway,2002,1,0.341,0.662,9,-5.023,0,0.0335,0.105,0,0.113,0.2,174.875,1
daughters,jones from indiana,2003,0,0.239,0.994,8,-4.503,0,0.278,1.77e-05,0.0533,0.367,0.0417,87.497,0
jonny lang,one person at a time,2006,0,0.736,0.624,2,-6.899,0,0.164,0.0482,0,0.0892,0.819,111.126,0
new order,jetstream - arthur baker remix,2005,1,0.808,0.698,0,-6.396,1,0.0326,0.271,0.000192,0.123,0.529,122.522,0
aesop rock,coma,2001,0,0.787,0.721,5,-7.965,0,0.314,0.122,5.69e-06,0.226,0.87,173.991,0
kenny chesney,who youd be today,2005,1,0.646,0.431,2,-9.287,1,0.029,0.149,0.000428,0.108,0.248,145.855,1
eddy raven,i wanna hear it from you,2007,0,0.721,0.536,5,-12.999,1,0.0291,0.0863,0,0.191,0.735,129.044,0
poncho sanchez,ju ju,2001,0,0.547,0.732,0,-9.164,1,0.036,0.464,0.774,0.0899,0.515,107.007,0
99 posse,salario garantito (versione strumentale),2007,0,0.721,0.546,10,-14.461,0,0.09,3.26e-05,0.861,0.0787,0.83,82.876,0
tilman sillescu,escape from the underrealm,2008,0,0.312,0.633,11,-10.386,1,0.0479,0.498,0.78,0.182,0.225,120.35,0
sugar ray,every morning,2005,0,0.829,0.674,8,-4.493,1,0.0362,0.0838,0.00174,0.102,0.974,109.917,1
lil wayne,fireman,2005,0,0.682,0.723,1,-4.628,1,0.211,0.0109,0,0.406,0.365,80.634,1
johannes linstead,caja de cerillas,2000,0,0.755,0.762,9,-8.486,0,0.0641,0.417,0.738,0.104,0.501,90.042,0
r. kelly,u saved me,2004,1,0.651,0.56,6,-7.012,1,0.053,0.598,0,0.0873,0.297,104.045,1
ne-yo,miss independent,2008,1,0.673,0.683,1,-5.693,1,0.115,0.522,0,0.235,0.713,171.86,1
kassav,an mouvman,2006,0,0.721,0.932,2,-4.988,1,0.0581,0.00574,8.69e-06,0.315,0.881,119.654,0
donell jones,put me down,2002,1,0.792,0.648,1,-6.827,0,0.0469,0.0702,0.00531,0.0693,0.76,101.406,1
silversun pickups,panic switch,2009,0,0.163,0.885,5,-4.623,0,0.0725,0.000202,0.0121,0.228,0.549,198.556,1
andy griggs,tonight i wanna be your man,2002,1,0.404,0.364,3,-11.249,1,0.0331,0.392,0,0.123,0.21,139.493,1
toni braxton,let me show you the way (out),2002,1,0.62,0.755,6,-4.782,0,0.169,0.0362,0.000777,0.341,0.658,181.972,0
paramore,ignorance,2009,1,0.522,0.964,11,-2.645,0,0.095,0.00109,0.000389,0.0387,0.51,170.944,1
nick colionne,if you ask me,2006,0,0.697,0.787,11,-6.946,1,0.027,0.369,0.803,0.302,0.937,101.99,0
big star,till the end of the day (alternate mix),2009,0,0.517,0.879,2,-5.789,0,0.0529,0.0224,1.05e-06,0.361,0.727,144.532,0
the proclaimers,im gonna be (500 miles),2003,0,0.851,0.551,4,-5.177,1,0.0396,0.151,0,0.0827,0.807,131.922,1
glee cast featuring gwyneth paltrow,forget you,2010,1,0.674,0.736,2,-5.446,1,0.0385,0.0704,1.89e-06,0.15,0.85,127.427,1
u2,electrical storm,2002,1,0.229,0.5,4,-6.769,1,0.0312,0.166,0.000248,0.454,0.185,96.022,1
glee cast featuring jonathan groff,bohemian rhapsody,2010,1,0.389,0.419,0,-7.111,0,0.0286,0.417,0,0.171,0.381,142.975,1
pretty ricky,grind with me,2005,0,0.7,0.538,1,-5.952,1,0.045,0.000204,0,0.105,0.189,136.518,1
selena gomez & the scene,falling down,2009,0,0.575,0.905,0,-3.411,1,0.0998,0.000164,1.66e-05,0.363,0.765,140.044,1
no doubt,hella good,2003,1,0.783,0.684,8,-4.076,1,0.0346,0.0188,0.015,0.0851,0.822,115.141,1
the fray,you found me,2009,0,0.338,0.803,8,-5.412,0,0.0413,0.0187,0,0.136,0.4,151.994,1
n.w.a.,approach to danger (edited),2006,0,0.606,0.994,6,-4.593,1,0.405,0.0781,7.51e-06,0.221,0.346,94.916,0
shriekback,the strongest wind that blows,2007,0,0.714,0.458,10,-11.975,0,0.178,0.138,0.0687,0.16,0.716,170.033,0
trisha yearwood,real live woman,2000,1,0.623,0.403,10,-8.425,1,0.0292,0.673,2.26e-05,0.214,0.334,126.65,1
breaking benjamin,the diary of jane,2006,1,0.391,0.963,10,-4.378,0,0.0773,5.86e-05,0.0689,0.14,0.364,167.065,1
maxi priest,just a little bit longer,2008,0,0.685,0.678,9,-7.197,0,0.0621,0.00998,0,0.0339,0.875,173.219,1
the antlers,the carrying arms,2007,0,0.473,0.251,7,-19.664,1,0.0734,0.837,0.000217,0.193,0.42,150.06,0
incubus,a crow left of the murder,2004,0,0.385,0.893,9,-4.123,1,0.0386,0.018,0.000589,0.125,0.556,180.39,0
breaking benjamin,i will not bow,2009,1,0.543,0.952,8,-3.65,1,0.0668,0.000192,7.8e-06,0.38,0.591,107.942,1
black eyed peas,tell your momma come,2000,0,0.863,0.887,2,-5.241,1,0.123,0.164,0,0.166,0.865,102.134,0
the white stripes,a martyr for my love for you,2007,1,0.364,0.459,4,-7.608,0,0.039,0.0847,0.0624,0.0894,0.192,83.846,0
kenny chesney,i go back,2009,1,0.513,0.805,5,-6.918,1,0.0466,0.0421,0,0.208,0.69,89.963,1
time factory,fleeting sound,2006,0,0.36,0.838,1,-6.601,1,0.0491,0.00067,0.0749,0.0618,0.274,133.995,0
gertrudis,oye,2009,0,0.704,0.918,4,-7.738,0,0.0464,0.386,0.205,0.765,0.889,114.252,0
joe mcbride,one eyed jack,2005,0,0.606,0.654,7,-9.897,0,0.0309,0.461,0.0614,0.122,0.527,91.95,0
agnostic front,standing on my own,2001,0,0.342,0.967,9,-5.218,1,0.0564,0.000234,0,0.27,0.442,108.706,0
asher roth,i love college,2009,0,0.708,0.815,8,-4.044,1,0.25,0.107,0,0.326,0.657,86.493,1
year long disaster,stranger in my room,2010,0,0.428,0.909,2,-4.618,1,0.0578,0.000751,4.25e-06,0.16,0.334,166.167,0
inhume,process to decelerate,2008,0,0.199,0.979,6,-4.934,0,0.0759,1.53e-06,0.955,0.219,0.0336,110.946,0
beastie boys,crawlspace,2004,0,0.907,0.699,10,-6.724,0,0.297,0.256,1.09e-05,0.343,0.68,108,0
the killers,read my mind,2006,1,0.543,0.917,1,-3.391,1,0.0444,0.00572,7.76e-05,0.104,0.329,132.246,1
less than jake,short on ideas / one last cigarette,2008,0,0.227,0.971,0,-1.736,1,0.0893,0.00276,0.00155,0.137,0.578,170.649,0
